date,close,high,low,open,volume
2002-08-12,27.938743591308594,28.14986705732241,27.252588971038048,27.252588971038048,212976
2002-08-13,27.560474395751953,28.42256556794889,27.358148327611325,27.973926585789073,153576
2002-08-14,25.66035270690918,27.62204461016908,25.141337619118346,27.62204461016908,822776
2002-08-15,25.66035270690918,25.66035270690918,25.66035270690918,25.66035270690918,0
2002-08-16,25.598772048950195,26.742359803714294,25.15893060481016,25.52839849171944,811856
2002-08-19,24.965412139892578,25.80990868403827,24.72789924860756,25.80990868403827,205880
2002-08-20,25.66035270690918,27.25257669760261,24.974198395654206,25.141337619118346,3773624
2002-08-21,26.918296813964844,27.586856356717714,25.704335482460845,27.076638662568264,3011064
2002-08-22,28.079492568969727,29.258267677526206,27.666040335904636,27.806790203623418,6732480
2002-08-23,29.76847267150879,30.70093720372405,27.982717226040887,28.32579306475399,4841672
2002-08-26,29.66291618347168,30.437036263153466,29.425400664811658,30.243504900943087,2576912
2002-08-27,28.923980712890625,31.140783310522497,28.677670506300377,29.909226908411437,3694224
2002-08-28,28.950361251831055,29.275842274463233,28.352175341899848,28.836000878004477,1674960
2002-08-29,28.950361251831055,29.46937356273662,28.67765904911086,28.774424693247553,1236544
2002-08-30,31.00002098083496,31.7565487171056,29.029532068268274,29.038329433083515,3762384
2002-09-02,31.31670570373535,32.35473026839847,31.00001937880431,31.492642252632738,2389568
2002-09-03,29.847640991210938,31.624601598534724,29.557346695709786,31.492649157928877,986784
2002-09-04,30.498611450195312,30.788905773657987,29.12630539879636,29.469381240501217,1449856
2002-09-05,30.313875198364258,31.571820751516597,29.909220501719247,31.431070941651463,1061360
2002-09-06,29.18789291381836,30.437044363252273,28.862411680219786,30.437044363252273,907472
2002-09-09,28.80962562561035,30.04118214090362,27.797989916619454,27.797989916619454,880848
2002-09-10,28.80962562561035,28.80962562561035,28.80962562561035,28.80962562561035,0
2002-09-11,29.539752960205078,30.049970691850294,28.96795903161294,28.96795903161294,635936
2002-09-12,29.689306259155273,30.41944219851142,29.486980208850778,29.90042967785995,781968
2002-09-13,28.844804763793945,29.71569038874761,28.59849459992524,28.651276116348374,338264
2002-09-16,28.28181266784668,29.27585353226253,28.061891885048496,29.117511642479787,288592
2002-09-17,29.10870933532715,29.293443298449468,28.695259944565148,28.792022924914512,462952
2002-09-18,28.211429595947266,29.02953355877198,27.973914156634816,28.941565275260547,315432
2002-09-19,27.97391128540039,28.906375531829475,27.622038187470828,27.97391128540039,490848
2002-09-20,27.516490936279297,27.921145767461688,26.856728499975475,26.971088933016272,501072
2002-09-23,27.05025863647461,27.780394625025462,26.935900893306922,27.710021042242285,248504
2002-09-24,26.135377883911133,26.953481856619607,25.845080934068868,26.953481856619607,267912
2002-09-25,26.33770751953125,26.5664256280796,25.334869473135512,25.528400799887045,379544
2002-09-26,26.75115966796875,27.173406419947764,26.566425707260667,26.883112113534615,178136
2002-09-27,27.076641082763672,27.44610900863475,26.6631916924197,26.6631916924197,206288
2002-09-30,26.09140396118164,27.07664752356839,25.52840725630635,26.663198034875933,202232
2002-10-01,25.871475219726562,26.56642418976143,25.422836393513425,26.21455102168512,240192
2002-10-02,25.871475219726562,25.871475219726562,25.871475219726562,25.871475219726562,0
2002-10-03,26.566423416137695,27.97391604745625,26.21455025830806,26.21455025830806,673264
2002-10-04,26.399282455444336,26.99746571032316,26.1265802392635,26.918294791968457,258296
2002-10-07,26.284936904907227,26.742373311702757,26.056221386089945,26.575234015420712,110976
2002-10-08,26.997474670410156,27.252582240699283,26.21455722314495,26.36410442878678,227352
2002-10-09,26.311309814453125,27.525270853727758,26.08259177796672,27.094226872221753,277040
2002-10-10,26.33770751953125,27.094235408769922,25.78350832363816,27.094235408769922,173224
2002-10-11,26.891916275024414,27.402131452965094,26.821540008859454,27.076647597829794,192536
2002-10-14,26.69839096069336,27.44612184427126,26.44328331380056,27.39334030380845,152744
2002-10-15,26.69839096069336,26.698390960693356,26.698390960693356,26.698390960693356,0
2002-10-16,26.75115966796875,30.10275232225758,26.5840204405012,30.10275232225758,247760
2002-10-17,26.75115966796875,26.918298895436305,26.40808384641338,26.918298895436305,144512
2002-10-18,27.31415557861328,28.097072866656063,26.94468766603703,27.270171431143698,512312
2002-10-21,27.736406326293945,28.668870924235367,27.62204860018874,27.95632709540373,646296
2002-10-22,26.73356819152832,27.973921867868622,26.566428943699133,27.973921867868622,229384
2002-10-23,26.61041259765625,27.23498810793866,26.408086567439817,26.91830166903409,153320
2002-10-24,26.144174575805664,26.988667938300498,25.968238011189417,26.900699655992376,168744
2002-10-25,25.607582092285156,26.100205290520613,25.528411130060636,25.68675305450968,172296
2002-10-28,25.229312896728516,25.686749230835694,25.018189467363687,25.422844272984644,134504
2002-10-29,25.449230194091797,25.65155891135957,25.018186025813037,25.15893585422112,143024
2002-10-30,25.88027572631836,26.34650665676315,25.510807781173,25.6867443865604,164320
2002-10-31,26.284936904907227,26.390499978654034,25.89787677546973,26.038626645605316,118928
2002-11-01,26.01223373413086,26.847932788147897,25.87148388285407,26.40809118077051,108792
2002-11-04,26.205751419067383,26.390485353457382,26.003425438522473,26.390485353457382,56560
2002-11-05,25.924259185791016,26.26733502022443,25.75711726747008,25.95944596901351,70288
2002-11-06,25.924259185791016,25.924259185791016,25.924259185791016,25.924259185791016,0
2002-11-07,26.72477149963379,27.797985955283607,26.390492995522415,26.390492995522415,204880
2002-11-08,26.258543014526367,26.557634759852874,26.05621695625315,26.214558855373056,77664
2002-11-11,25.862689971923828,26.390499971350845,25.80990843506503,26.390499971350845,66568
2002-11-12,25.99464225769043,26.390499754000437,25.686753093893756,25.686753093893756,106864
2002-11-13,25.77470588684082,26.196952554500193,25.633956102761417,26.12657900474991,106264
2002-11-14,26.1265926361084,26.671997327259927,25.783516704065445,26.179374168248906,211856
2002-11-15,26.689592361450195,26.85673166140586,26.390500558701024,26.707187102321548,154144
2002-11-18,26.96228790283203,27.261379629764768,26.628009387656597,26.918303746383692,217672
2002-11-19,26.96228790283203,26.962287902832035,26.962287902832035,26.962287902832035,0
2002-11-20,27.850757598876953,28.061880931034803,26.918293306886053,26.918293306886053,406128
2002-11-21,30.261091232299805,31.47505253929879,28.369773030281067,28.369773030281067,2664024
2002-11-22,29.794864654541016,31.791743478638605,29.12630502930687,29.12630502930687,1184016
2002-11-25,29.742095947265625,30.401858489642496,29.3814252205168,30.085171932385467,428920
2002-11-26,29.566144943237305,30.577780351367913,29.39900571707073,29.997189058481432,367496
2002-11-27,28.941574096679688,30.085162130894993,28.77443484397956,30.085162130894993,301128
2002-11-28,30.120338439941406,30.771303172969397,29.214266232635012,29.223063597522994,447680
2002-11-29,30.120338439941406,30.120338439941406,30.120338439941406,30.120338439941406,0
2002-12-02,33.348777770996094,34.48356812387094,31.299115095743076,31.5806146848716,1388680
2002-12-03,35.25769805908203,36.89390918450149,32.917743128563465,34.13170474942768,4082608
2002-12-04,34.07891082763672,36.02301033501353,33.61268002167443,34.6419072776418,2594928
2002-12-05,34.94101333618164,35.970240938599694,33.867798894775056,33.867798894775056,1720264
2002-12-06,35.85588455200195,36.366099688394506,34.93221727487143,35.53919809149838,1139968
2002-12-09,34.1317024230957,36.40128362378929,33.79742393711373,35.71513191695066,975768
2002-12-10,34.91462326049805,35.53919882629193,33.26961740082108,33.51592760598323,837808
2002-12-11,36.55963897705078,37.993521701520336,35.71514246076681,35.89107912313512,3286400
2002-12-12,36.85872268676758,38.00231074148829,36.5948177510628,36.5948177510628,2568024
2002-12-13,37.00826644897461,37.77358908059373,36.78834568967379,37.298560777419866,1112288
2002-12-16,35.416053771972656,37.77360418025543,35.20493029556505,37.47451236496294,1231456
2002-12-17,34.76506042480469,36.08458443863211,34.413187354450706,36.08458443863211,855656
2002-12-18,34.4395866394043,35.69753215291227,34.20207117495602,35.15213034816989,618096
2002-12-19,37.351341247558594,38.26621104364006,34.74747899365018,35.13453898223316,3770256
2002-12-20,37.65924072265625,38.67087646695901,36.94669674844869,37.82638000436413,2952072
2002-12-23,36.32211685180664,37.83517294885496,36.06700927434313,37.826375580408644,1277744
2002-12-24,37.81758117675781,38.002315190293324,36.28693290739814,36.41888539069777,1729840
2002-12-25,37.81758117675781,37.81758117675781,37.81758117675781,37.81758117675781,0
2002-12-26,38.890785217285156,39.37461085795928,37.47449507766865,38.107867899291996,2894448
2002-12-27,38.01110076904297,39.321827826338385,37.85275622745106,39.16348596932579,956984
2002-12-30,40.219120025634766,40.62377218063522,37.13143122273386,38.00231711981353,4253744
2002-12-31,42.30394744873047,42.99010167808473,39.40979142767629,40.48300557163657,9998480
2003-01-01,42.9901008605957,43.61467352055691,42.21597836152519,42.21597836152519,6027072
2003-01-02,41.02840805053711,44.28323463230331,40.75570582704089,43.29799143992151,5325328
2003-01-03,41.52983093261719,42.96371300949496,41.169160400737624,42.22477989819243,4198040
2003-01-06,40.29829025268555,42.356748522468926,40.025587908044365,42.17201450290037,4121520
2003-01-07,39.83203125,41.169150016680874,39.45376876598584,40.817276939615226,2650800
2003-01-08,41.25713348388672,41.62660142473841,40.060764044239775,40.359855733006626,2648456
2003-01-09,41.661773681640625,42.330333078142296,41.13396405565171,41.52102391112786,2630400
2003-01-10,39.110713958740234,42.22479181843373,38.89079316801922,42.22479181843373,1702816
2003-01-13,39.506561279296875,39.937605381966115,38.178239506108575,39.56813747420432,2421496
2003-01-14,40.03437805175781,41.25713701265839,39.76167575633602,39.9200176390559,2239360
2003-01-15,40.83488464355469,41.25713139638099,40.13113826579126,40.35985369090086,2759760
2003-01-16,41.415462493896484,42.36552146770967,40.48300093336505,41.14276299104975,2842656
2003-01-17,40.48302459716797,41.52104976752397,40.30708794561067,40.9052714870734,1284144
2003-01-20,39.18987274169922,40.44781820031717,38.89957846188866,40.28947635398034,928872
2003-01-21,38.169456481933594,39.80566789820112,38.00231719784063,39.24267114329732,1147240
2003-01-22,38.336585998535156,39.23386377759449,38.0550890350939,38.49493055726424,1081352
2003-01-23,36.929100036621094,38.33659317089277,36.436479587290094,37.82637798355133,1001872
2003-01-24,35.609554290771484,37.6328244819421,35.10813676718501,37.03464132534046,1436848
2003-01-27,33.12886428833008,35.169727359028954,32.56586767174348,33.77982921015145,916832
2003-01-28,35.44244384765625,35.71514624010025,32.54828598235737,33.876608460715666,2043224
2003-01-29,34.4395866394043,36.067000056591986,34.166884394743484,35.55678503206214,1370440
2003-01-30,34.96741485595703,35.961456015765805,34.32524705318933,34.32524705318933,1203464
2003-01-31,34.12289810180664,35.26648583654083,33.90297738358853,34.30763204202567,1083040
2003-02-03,36.726776123046875,36.92910219911419,34.219678830814935,34.35163131987977,1566808
2003-02-04,35.57438278198242,37.63284062702054,35.1961201360535,36.7707522930255,1311144
2003-02-05,34.91462326049805,35.53919882629193,34.3692213249019,35.01138894273314,845080
2003-02-06,35.61837387084961,35.82070262691228,34.57155135157298,34.9674088097971,946624
2003-02-07,35.27529525756836,36.53324112184915,34.87943782949091,35.28409262621942,1023440
2003-02-10,34.10532760620117,35.34567909306428,33.990967149716106,34.83546377822561,449688
2003-02-11,33.79743194580078,35.002596402064526,33.6039005546383,34.13171051099388,701960
2003-02-12,33.348777770996094,34.307631551810374,33.093670278424085,34.14928971078748,459064
2003-02-13,33.348777770996094,33.348777770996094,33.348777770996094,33.348777770996094,0
2003-02-14,31.659799575805664,33.67427367790415,31.360707808239205,32.11723593884629,790336
2003-02-17,33.67425537109375,33.77981837735449,32.2227788001918,32.54826249901344,795272
2003-02-18,33.471954345703125,34.48359028519218,33.30481503174717,34.202090515154225,819688
2003-02-19,33.48952102661133,34.10529890859047,33.366363302552685,33.955751777706986,455960
2003-02-20,33.38397979736328,33.59510324335545,32.24918892614762,32.653843763637774,542944
2003-02-21,32.80337142944336,33.7446331094429,32.67141900801794,33.42794676110612,494544
2003-02-24,33.00570297241211,33.59508889556786,32.72420337492519,33.59508889556786,326488
2003-02-25,32.231590270996094,33.076086636940346,31.941295903599602,31.941295903599602,264440
2003-02-26,31.6685791015625,33.040884732879285,31.422269004604054,32.56585658327159,422312
2003-02-27,32.15242004394531,32.68902731757285,31.457470872661126,31.492657662742605,280480
2003-02-28,33.81501388549805,34.13170030150002,32.4075210895599,33.348782970675316,694688
2003-03-03,33.445552825927734,34.47478045110705,32.56586971829765,32.56586971829765,500896
2003-03-04,32.60985565185547,33.07608665049051,32.37234012601199,33.07608665049051,255760
2003-03-05,32.741817474365234,33.076096095111204,31.624618473916165,32.24919422964957,471552
2003-03-06,31.853322982788086,33.00570828645607,31.668589009980625,33.00570828645607,265080
2003-03-07,30.964859008789062,32.35475785637391,30.832906484603882,32.35475785637391,518664
2003-03-10,28.871204376220703,31.140786011717186,28.413768027640256,30.85049162272815,346400
2003-03-11,29.566144943237305,30.577780351367913,27.850763164233236,28.149854834938587,497168
2003-03-12,29.12630271911621,30.38424825116026,28.99435027794043,30.38424825116026,481872
2003-03-13,29.504573822021484,30.067570529879475,28.85360879466756,29.706902567610182,390112
2003-03-14,29.504573822021484,29.504573822021488,29.504573822021488,29.504573822021488,0
2003-03-17,29.416603088378906,30.261099423150227,28.343391289352297,28.695264538458694,373856
2003-03-18,29.416603088378906,29.416603088378903,29.416603088378903,29.416603088378903,0
2003-03-19,29.355026245117188,30.437035388866363,29.07352657809345,30.173130457749025,374256
2003-03-20,30.06757164001465,30.261103023883177,28.853609859981635,29.469388119188558,537616
2003-03-21,30.06757164001465,30.06757164001465,30.06757164001465,30.06757164001465,0
2003-03-24,29.26706314086914,30.788914107192554,29.029547586781554,30.525009129130904,328920
2003-03-25,28.844804763793945,29.891626987105095,28.237824036376505,29.891626987105095,351496
2003-03-26,28.712858200073242,29.73329121661263,28.23782982406111,29.73329121661263,260264
2003-03-27,28.440155029296875,28.853607181646336,28.149860665020814,28.48413918658597,241056
2003-03-28,28.27301597595215,29.2054806542384,28.149860871555084,29.2054806542384,218000
